Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:02:57 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:02:58 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:03:29 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:03:33 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:03:38 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:03:41 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:03:42 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:03:49 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:03:57 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 15:03:57 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:04:04 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:04:37 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:04:41 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:09:55 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:09:59 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:10:07 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:10:57 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:10:59 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:11:04 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:11:07 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:11:07 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:11:15 COT 2014
Recibido DISCOVERY de: [00-16-D3-A1-BD-64] || FECHA: Wed Nov 19 15:11:23 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:11:30 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:12:03 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:12:07 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:12:15 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:12:32 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:13:57 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:14:00 COT 2014
Recibido INFORM de : [00-1A-73-68-C3-F5] || FECHA: Wed Nov 19 15:14:01 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:14:08 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:14:23 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:14:57 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:19:07 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:19:11 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:19:18 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:19:35 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:21:07 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:21:10 COT 2014
Recibido DISCOVERY de: [00-25-11-3F-B0-92] || FECHA: Wed Nov 19 15:21:18 COT 2014
